,high_formula,high_mpid,low_formula,low_mpid,average_voltage,battery_id,capacity_grav,capacity_vol,energy_grav,energy_vol,max_delta_volume
426,V3(O2F)2,mp-765508,LiV3(O2F)2,mp-765867,2.737871740000008,mp-765508_Li,102.38955890858944,403.220750103361,280.3294798068931,1103.9666966895977,0.015696794921425
427,K(WO3)6,mp-690117,KLi(WO3)6,mp-775511,1.6405720800000032,mp-690117_Li,18.65010704517541,116.19673634299944,30.596844907326137,190.6291214314465,0.0140038791327303
428,V6O7F5,mp-778615,LiV6O7F5,mp-850101,1.9455468999999872,mp-778615_Li,51.58319029588757,207.94405526373765,100.35751597227348,404.5649120917908,0.0458897307803356
429,CoP2O7,mp-697814,LiCoP2O7,mp-31571,5.207363344999996,mp-31571_Li,111.75781264024192,329.2404345695444,581.9635370601729,1714.474570669315,0.0674236881544811
430,CoP2O7,mp-31582,LiCoP2O7,mp-540375,5.228489892499999,mp-31582_Li,111.75781264024192,363.3615773779213,584.3245937974135,1899.8323346433176,0.0575934542523319
431,CoP2O7,mp-585220,LiCoP2O7,mp-504214,4.986266474999999,mp-504214_Li,111.75781264024192,388.7140107655887,557.2542344873694,1938.231640243244,0.0070954185951566
432,CoSbO4,mp-765886,LiCoSbO4,mp-773544,4.044678015000001,mp-765886_Li,106.51071084339584,537.222314260513,430.80153051030527,2172.8912836569184,0.1064131596974584
433,Co5SbO12,mp-761557,Li4Co5SbO12,mp-761626,3.7729759075000016,mp-761557_Li,168.51434782244556,832.7436782156534,635.8005744021626,3141.921835030595,0.022610012665974
434,Co3SbO8,mp-765847,Li3Co3SbO8,mp-772208,3.566463976666669,mp-1177495_Li,235.97070815594523,1146.6690246001915,835.790518629201,4061.4155301567166,0.1035136372035536
435,Li7Sc9Fe(SiO3)20,mp-851054,Li10Sc9Fe(SiO3)20,mp-1178101,5.034852106666671,mp-1178101_Li,39.19238691706124,117.20955595047712,197.32787183466107,590.1327796987247,0.0054432108004893
436,MnFe(PO4)2,mp-764402,Li2MnFe(PO4)2,mp-764639,3.6080106575,mp-764402_Li,170.3802893453,578.3175101253526,614.7338997857762,2086.5757399511363,0.0535955234000484
437,MnFe(PO4)2,mp-773672,Li4Mn3Fe3(PO4)6,mp-1177464,3.5165132750000025,mp-1177464_Li,115.28246419211769,375.0856954460461,405.3923157062943,1318.9938272986292,0.0734306547963379
438,Mn7Fe(PO4)12,mp-778021,Li8Mn7Fe(PO4)12,mp-776668,4.878687583749999,mp-776668_Li,131.09098796525802,395.0645838912084,639.5519753276249,1927.396680209398,0.0526448217192545
439,Mn5Fe(PO4)6,mp-772374,Li4Mn5Fe(PO4)6,mp-777439,3.4859452975000003,mp-772374_Li,115.50776948457931,371.8837105492265,402.65376585948326,1296.3662720059274,0.0672392576221823
440,CuP4O11,mp-505436,LiCuP4O11,mp-780764,2.04998206000001,mp-505436_Li,72.36300759398516,200.2014832488393,148.34286737531406,410.409449045513,0.0671017343621207
441,V6O7F5,mp-779909,LiV6O7F5,mp-776884,1.732686199999994,mp-776884_Li,51.58319029588757,207.9293478713992,89.37748197765801,360.27631163177153,0.0445974448004762
442,V6O7F5,mp-764335,LiV6O7F5,mp-765863,3.4105173599999765,mp-764335_Li,51.58319029588757,215.93010582220825,175.92536598830688,736.4333744532732,0.0143638354346393
443,V6O7F5,mp-782677,LiV6O7F5,mp-777527,1.9079746200000087,mp-777527_Li,51.58319029588757,206.7176223393957,98.41941790318424,394.4119769303138,0.0454040032965856
444,V6O7F5,mp-777692,LiV6O7F5,mp-778623,2.028109739999996,mp-777692_Li,51.58319029588757,207.727260246508,104.61637065936284,421.2936797694568,0.0470724358487006
445,MnPHO5,mp-775096,LiMnPHO5,mp-769993,4.294387249999991,mp-769993_Li,296.47861836398295,851.6400739890203,1044.1218301878837,2999.2584207980944,0.0956576545279264
446,Li3Si2(NiO4)2,mp-774070,Li2SiNiO4,mp-767915,4.4965441999999936,mp-767915_Li,81.38505256713032,263.56593598452014,365.9514860874244,1185.1358807687636,0.0080147316486889
447,CoPO4,mp-704189,LiCoPO4,mp-31553,3.9259116950000017,mp-1176801_Li,166.62867073319072,510.4389106052868,654.1694471537379,2003.938088728356,0.0938790309159471
448,CoPO4,mp-689943,LiCo2(PO4)2,mp-767242,4.475622065000001,mp-31591_Li,166.6286707331907,506.3303295352583,715.4395583782067,2173.98810038062,0.0198703200558605
449,LiCu(PO3)4,mp-26262,Li2Cu(PO3)4,mp-26261,4.674425504999993,mp-26261_Li,68.14238859820786,188.0402257841889,318.5265192350835,878.9800273715699,0.0047803981548624
450,Cu2P3O10,mp-26532,LiCu2P3O10,mp-26531,4.594553429999996,mp-26531_Li,69.26372935594205,250.2374185030025,318.2359052869349,1149.7291894973146,3.1378591682340584e-05
451,Li3Cu(PO4)2,mp-26794,Li4Cu(PO4)2,mp-26312,4.159822300000007,mp-26311_Li,185.99628738792143,527.8049909916951,699.8855809339927,1986.077829444204,0.0159204213364732
452,MnFe7(PO4)8,mp-767817,Li8MnFe7(PO4)8,mp-861717,3.455038156249996,mp-767817_Li,170.01270337020972,587.6818860659404,587.4003771912868,2030.4633400947864,0.0466339447404695
453,MnFe(PO4)2,mp-773263,Li2MnFe(PO4)2,mp-773352,3.619411830000002,mp-773263_Li,170.3802893453,580.1412446671324,616.6764348552022,2099.7700840191446,0.060108570844134
454,MnFe(PO4)2,mp-764401,Li2MnFe(PO4)2,mp-764670,3.6159386449999977,mp-764401_Li,170.3802893453,579.1184620417024,616.0846725899517,2094.056826929556,0.0573524724089147
455,Mn2Fe(PO4)3,mp-776759,Li2Mn2Fe(PO4)3,mp-776051,3.6970544250000095,mp-776051_Li,115.39500686299556,376.47010869298,426.62162074574417,1391.830481223616,0.0626722756672932
456,CoPO4,mp-850481,LiCoPO4,mp-1176778,4.103984035000002,mp-1176778_Li,166.6286707331907,508.3899068843468,683.8414044622866,2086.4240614084965,0.1092084016808581
457,CoPO4,mp-777906,LiCoPO4,mp-772438,4.040643115,mp-772438_Li,166.6286707331907,588.5530379915401,673.2869911596689,2378.13278077285,0.0485141518955605
458,CoPO4,mp-689940,LiCoPO4,mp-540489,4.201521095000002,mp-540489_Li,166.6286707331907,510.1592374094431,700.0938751173102,2143.444797784889,0.0277646256188195
459,CoPO4,mp-777025,LiCoPO4,mp-777057,3.9522877900000046,mp-777025_Li,166.6286707331907,619.4287622215273,658.5644608027206,2448.1607337029586,0.0547772259824987
460,CoPO4,mp-31532,LiCoPO4,mp-31537,4.557801868333334,mp-31532_Li,166.62867073319072,581.3235748658768,759.4604667856365,2649.557675629906,0.0220371764529743
462,Cu3(P2O7)2,mp-673105,Li2Cu3(P2O7)2,mp-26823,4.182299212500004,mp-26823_Li,97.03533240696862,345.2163216821808,405.8307943103409,1443.7979503135327,0.0229055476220838
463,Cu4(PO4)3,mp-1101571,LiCu4(PO4)3,mp-504260,4.601693569999986,mp-1101571_Li,49.083448499233725,200.28882234219645,225.8669893523493,921.6677859149548,0.0016584459952644
464,LiCo(PO3)5,mp-705372,Li2Co(PO3)5,mp-705362,5.3486094774999975,mp-705362_Li,57.30791910987344,149.7023440723165,306.5176792868723,800.6993763091575,0.0443864192162255
465,LiCo(PO3)4,mp-690004,Li2Co(PO3)4,mp-540530,5.289511439999989,mp-540530_Li,68.95104589199127,193.31546348220976,364.7173460456521,1022.5443556180488,0.0240261268746482
466,Co(PO3)4,mp-31550,LiCo(PO3)4,mp-31600,5.418402275000011,mp-31550_Li,70.20467814357767,169.6005233512124,380.3971877688048,918.9638615674016,0.0147976593807976
467,LiCu(PO3)4,mp-672966,Li2Cu(PO3)4,mp-672959,5.27669004999999,mp-672959_Li,68.14238859820787,197.77397029966772,359.5662638993963,1043.5919412292506,0.0183083297616393
468,LiCu(PO3)4,mp-757306,Li2Cu(PO3)4,mp-761911,4.387039555000007,mp-757306_Li,68.14238859820787,178.7996956273516,298.94335415251936,784.4013371391533,0.0116382226588542
469,Li2CuP2O7,mp-6412,Li3CuP2O7,mp-781753,1.899582995000008,mp-6412_Li,103.75610788221492,277.1317357334046,197.09333816044176,526.4347325740114,0.0440921040800663
470,Fe(CoO3)2,mp-765838,Li2Fe(CoO3)2,mp-761650,3.9458870700000026,mp-761650_Li,189.0158411997108,828.9588915244333,745.8351638151124,3270.978171627796,0.0351129730101935
471,Li4FeCo3O8,mp-773339,Li8FeCo3O8,mp-764400,1.7627276375000007,mp-764400_Li,257.602652797834,859.6967993514247,454.0833155800589,1515.411308087049,0.1484346284988718
472,Fe3Co5O16,mp-771657,Li4Fe3Co5O16,mp-781613,4.087498217499997,mp-771657_Li,143.71627180110957,676.0453549051255,587.4400048127804,2763.334183123853,0.0831218229982992
473,CuPO4,mp-673047,LiCuPO4,mp-26513,4.58278037666666,mp-26513_Li,161.98323875737182,524.8638551892085,742.333607926194,2405.3357759827163,0.0459989598616352
474,LiCuPO4,mp-27064,Li2CuPO4,mp-27063,3.0528988349999984,mp-27063_Li,155.46160406469286,526.0523293308074,474.6085499363319,1605.9845433630574,0.0100037928514884
475,Li3Cu(PO4)2,mp-504348,Li4Cu(PO4)2,mp-26248,4.057132290000004,mp-26247_Li,185.99628738792143,538.6536973447985,703.4948258710153,2037.352972686088,0.0289531272013885
476,Cu3(P2O7)2,mp-772942,Li5Cu6(P2O7)4,mp-772084,4.568232725999996,mp-772084_Li,120.53689134676236,428.55823009797865,550.6405717405855,1957.7537317302224,0.0318281790728649
477,Cu4(PO4)3,mp-673151,LiCu4(PO4)3,mp-673145,3.767474574999985,mp-673145_Li,49.083448499233725,188.41759840883,184.92064427418424,709.8585114878246,0.012272996294141
480,LiFe2(CoO4)2,mp-1176746,LiFeCoO4,mp-761710,4.824146090000005,mp-1176746_Li,208.67166072556,963.1208558514512,685.0306324934021,3161.748398213098,0.0075248385380792
481,Co3(P2O7)2,mp-1101568,Li2Co3(P2O7)2,mp-540469,4.784179700000001,mp-1101568_Li,99.52863802217485,354.2270517369038,476.16288959433706,1694.6858701105452,0.0213713543422171
482,Co6P7O24,mp-705347,LiCo6P7O24,mp-31557,4.224387314999978,mp-31557_Li,27.8792338801481,102.10094665420678,117.77268195521523,431.3139438955206,0.0152085040384519
483,Co3P3O11,mp-31610,LiCo3P3O11,mp-585397,4.105201227499981,mp-31610_Li,59.209475893299945,209.06862236025532,243.06681311680543,858.2687651450503,0.0113169890390458
484,LiCo(PO3)4,mp-1101545,Li2Co(PO3)4,mp-705277,5.014924102500009,mp-1101545_Li,68.95104589199127,199.05436354631337,345.78426193633123,998.242525456206,0.0177985130676114
485,LiCo(PO3)4,mp-540064,Li2Co(PO3)4,mp-31560,4.534539594999989,mp-31560_Li,68.95104589199127,174.82849747644207,312.66124771389576,792.7667441412823,0.0617695070854589
486,Co(PO3)3,mp-1101586,LiCo(PO3)3,mp-585194,5.246803912500004,mp-1101586_Li,88.51505725595304,252.1494098234901,464.4211487256963,1322.978509996455,0.0120158085947481
487,CuPO4,mp-504265,LiCuPO4,mp-504264,4.1023220375000005,mp-504264_Li,161.98323875737182,615.8242754619034,664.5074100599907,2526.309496454837,0.009643811801052
488,CuPO4,mp-673017,LiCuPO4,mp-26467,4.764640410000004,mp-26467_Li,310.9232081293857,1029.4321211405954,1213.040809670982,4016.24304998828,0.0218088168446954
489,CuPO4,mp-753519,LiCuPO4,mp-25449,4.016749865,mp-25449_Li,161.98323875737182,615.537115349881,650.646152410936,2472.458624984124,0.1210644594592122
490,Li3Fe5(CoO6)2,mp-773618,Li4Fe5(CoO6)2,mp-775227,3.863579494999987,mp-773618_Li,85.9312145381989,393.1208813367832,309.96388335056554,1418.0327330434611,0.0311377560221652
491,Li4Fe9CoO20,mp-766634,Li6Fe9CoO20,mp-765392,4.775238335000017,mp-1177006_Li,169.10586533883898,712.9014636588489,725.3302470870142,3057.782731239221,0.0222725408515032
492,Mn(CoO2)4,mp-773238,Li3Mn(CoO2)4,mp-770976,3.1533451399999994,mp-770976_Li,182.94983377286604,896.5823207081844,576.9039691914749,2827.233503615074,0.0674850322327402
493,LiCoP2O7,mp-31548,Li2CoP2O7,mp-697726,4.1485819599999925,mp-31548_Li,108.61420900426808,333.1600078082875,450.5949480747753,1382.141598186918,0.0233584893909248
494,LiCoP2O7,mp-767244,Li2CoP2O7,mp-761658,3.904493059999998,mp-761658_Li,108.61420900426808,334.6461712637861,424.083425274554,1306.623653255023,0.0577726709045982
495,CoP2O7,mp-767446,LiCoP2O7,mp-767819,4.729073117499999,mp-761664_Li,217.22841800853607,653.7612232534854,962.0615323858752,2895.3786526816075,0.029221289191222
496,LiCoP2O7,mp-705301,Li2CoP2O7,mp-31580,4.380140182500005,mp-31580_Li,108.61420900426808,323.1530753930863,475.7454612500485,1415.455770627711,0.0403464844272667
497,Li5Co9(P2O7)8,mp-705379,Li14Co9(P2O7)8,mp-504263,4.098927950000007,mp-504263_Li,119.46462330948432,368.2227482254783,489.6768835194676,1509.318514527229,0.0130610734246889
498,Co5(P2O7)4,mp-704226,Li6Co5(P2O7)4,mp-705429,4.241661401666661,mp-585224_Li,155.80969194695342,499.1593223563993,660.8919563369652,2117.264830921225,0.0196419411183386
499,LiCo2(PO4)3,mp-31602,Li3Co2(PO4)3,mp-585308,4.755575337499996,mp-1176796_Li,245.05025036533692,749.9745503624023,1033.21061545651,3162.133748492044,0.0076217954990716
500,Co3(PO4)4,mp-540169,Li3Co3(PO4)4,mp-540168,5.2638912633333295,mp-540168_Li,139.22653794280464,428.11358850568985,732.8733567012756,2253.543378249381,0.0091135399048485
501,MnCo3O8,mp-868843,Li2MnCo3O8,mp-761940,4.490853047500002,mp-1178003_Li,143.47118585335414,665.1985079374966,644.3080122179746,2987.308746563561,0.0282923358606848
502,FeCo5O12,mp-771994,Li4FeCo5O12,mp-771206,3.810328975000002,mp-771206_Li,187.9922557872021,848.234647987749,716.312339301588,3232.053056826647,0.005293870616305
503,CoPO4,mp-767355,LiCoPO4,mp-763060,3.9275962550000014,mp-1176784_Li,166.6286707331907,509.577823796996,654.4501431473083,2001.4159523761325,0.0306840847390281
504,CoPO4,mp-861694,LiCoPO4,mp-761812,4.186910823750003,mp-761812_Li,166.6286707331907,513.1946772163448,697.6593850398714,2148.7003487280026,0.0703866287489309
505,Co3(P2O7)2,mp-697827,Li2Co3(P2O7)2,mp-705336,4.4295911525000005,mp-697827_Li,99.52863802217485,346.8071254547414,440.8711744034008,1536.2137745382804,0.0013598711464748
506,CoP2O7,mp-540262,LiCoP2O7,mp-31555,4.773315704999993,mp-31555_Li,111.75781264024192,377.08960090467497,533.4553222321135,1799.9677141904644,0.1092265076855913
507,Li9Cr4(BO3)8,mp-765270,Li3Cr(BO3)2,mp-765262,3.895163253333328,mp-763230_Li,105.55227314571574,284.4223849443362,411.14333566299416,1107.871622260605,0.0053926239368879
508,CoP2O7,mp-1172914,LiCoP2O7,mp-780586,5.17972769749999,mp-1172914_Li,217.22841800853607,650.8567084575102,999.4532408203416,2994.5476404102747,0.0596429758819743
509,CoP2O7,mp-540494,LiCoP2O7,mp-31535,5.179208840000007,mp-31535_Li,217.22841800853607,633.288827950599,993.1025617745462,2895.204794780698,0.026344881295641
510,MnCoO4,mp-771797,Li3Mn2(CoO4)2,mp-766797,3.422388193333334,mp-766797_Li,213.52320711963068,912.9784365552327,730.7593030488921,3124.566622034555,0.0222353133224886
511,MnCoO4,mp-765892,Li2Mn3(CoO4)3,mp-774071,4.070093200000008,mp-1173897_Li,279.5448651619952,1217.3288502333874,947.6819234718118,4126.852931526306,0.0466380776940575
512,Mn5Co3O16,mp-771680,Li4Mn5Co3O16,mp-771231,3.892084009999996,mp-771231_Li,145.80995534123096,664.1281490078765,567.5045956824184,2584.8425493444506,0.0916828660554751
513,CoPO4,mp-510669,Li11Co12(PO4)12,mp-775324,4.296577875454544,mp-18915_Li,166.6286707331907,608.12597562772,708.2008948265138,2584.6413958159965,0.050021195407087
514,Co3SbO8,mp-761540,Li2Co3SbO8,mp-761674,4.220230005000003,mp-761540_Li,121.70410042498906,658.9543571151523,513.6192963450725,2780.938949822853,0.062681114710045
515,Li3Si2(NiO4)2,mp-779266,Li2SiNiO4,mp-767648,4.42529581,mp-767648_Li,81.38505256713032,259.3007839092357,360.1529321219515,1147.482672563256,0.0039857114818568
516,CoPO4,mp-540391,LiCoPO4,mp-761677,4.208664775000001,mp-31594_Li,166.6286707331907,508.15474463339103,701.2842170198533,2138.6529739876737,0.0635886657858904
517,CoPO4,mp-767020,LiCoPO4,mp-765448,4.249663852499998,mp-765448_Li,166.6286707331907,519.3510714791047,708.1158388049647,2207.067475221894,0.0306143878569751
518,CoPO4,mp-767450,LiCoPO4,mp-761974,3.8924820683333343,mp-761974_Li,166.62867073319072,515.4176897045505,648.5991128991643,2006.2541148767573,0.1048571217758151
519,CoPO4,mp-851068,LiCoPO4,mp-761951,3.779189132499992,mp-761951_Li,166.62867073319072,543.6642298455581,629.7212615977937,2054.609949161311,0.174896405752901
520,FeCo9O20,mp-771048,Li2FeCo9O20,mp-763473,4.249947484999998,mp-1178104_Li,274.70617384810123,1276.183263501419,953.3672337951411,4428.991495519726,0.0245820455923924
521,Li3Mn5(CoO6)2,mp-775491,Li5Mn5(CoO6)2,mp-765971,2.85050340666668,mp-765971_Li,86.5604853418757,393.605346272871,246.74095834973792,1121.973380433037,0.0018147077602133
522,Mn4CoO8,mp-770056,Li3Mn4CoO8,mp-772690,2.9831699633333337,mp-770056_Li,188.07899809668012,847.549814021096,561.0716178558436,2528.385147616487,0.0389540793259757
523,Li3Sb3P8O29,mp-776510,Li9Sb3P8O29,mp-776589,3.303822919166668,mp-776510_Li,141.11963703892297,418.7438695464039,466.2342911936751,1383.4555934679463,0.060551112222257
524,Sb(PO3)4,mp-504341,LiSb(PO3)4,mp-504340,4.449740719999985,mp-504340_Li,60.28374638009287,150.7142385183614,268.24704102165094,670.639284218943,0.0698070545914777
525,Sb(PO3)4,mp-765584,LiSb(PO3)4,mp-759251,5.094136692499992,mp-759251_Li,60.28374638009287,179.81162674222554,307.09364439619463,915.985005525684,0.0372052394957382
526,Fe(CoO3)2,mp-761530,LiFe(CoO3)2,mp-763429,4.470688520000001,mp-761530_Li,276.7501649954174,1335.828226642279,974.3894928378432,4703.220279192964,0.0102469615836311
527,FeCo3O8,mp-1178259,Li2FeCo3O8,mp-761944,4.630670418749999,mp-1177976_Li,143.12375103226458,651.7795314734416,662.7589201256471,3018.1761959407995,0.0268623169940036
528,SbP2O7,mp-541668,LiSbP2O7,mp-849265,2.959132549999997,mp-541668_Li,88.55768712929722,293.4805297499151,262.0539345370192,868.4477883742162,0.0865042405958038
529,SbP2O7,mp-25950,LiSbP2O7,mp-684106,3.692711375000007,mp-25950_Li,88.55768712929722,305.0248954112302,327.0179786060476,1126.3689009432371,0.0002594748815689
530,SbP2O7,mp-540379,LiSbP2O7,mp-673073,3.885053000000004,mp-540379_Li,88.55768712929722,299.1625920685173,344.05130805473794,1162.2625258035707,0.0086309819706968
531,SbPO5,mp-9750,LiSbPO5,mp-775867,2.842797128749998,mp-761687_Li,111.82577844214146,431.8407305447742,317.8980018755531,1227.6355888699857,0.1397073455125144
532,Li3Ni3SbO8,mp-772577,Li4Ni3SbO8,mp-769961,4.095167230000007,mp-769961_Li,59.08623634918754,293.8807575720669,241.96801884122803,1203.4908479367048,0.0022095985684114
533,V5(BO5)2,mp-772349,LiV5(BO5)2,mp-1176670,1.990340449999996,mp-1176670_Li,60.46385703400488,243.9812826743149,120.34366041779668,485.6058159495721,0.0023924462486619
534,Mn(SbO3)4,mp-773338,Li3Mn(SbO3)4,mp-771739,3.637592589999998,mp-771739_Li,106.52503938840276,585.5882642367861,387.4946939287118,2130.131530778694,0.0843756727380915
535,Li2Fe3CoO8,mp-762906,Li3Fe3CoO8,mp-767942,4.202277569999998,mp-762906_Li,140.23841151547842,608.1676521609344,523.5160407735459,2270.3160849101214,0.0093866357952725
536,MnCo5O12,mp-771464,Li4MnCo5O12,mp-1177382,3.3851285899999985,mp-1177382_Li,188.29171530453857,827.8164308106932,637.3916687375338,2802.265067209033,0.0794488999178464
537,MnCo3O8,mp-773602,LiMnCo3O8,mp-777603,4.113650340000012,mp-1174054_Li,276.66271598918274,1225.661071339773,936.5631164024626,4149.12775117859,0.0412707427184075
538,FeCo3O8,mp-771554,Li2FeCo3O8,mp-775721,4.141210984999999,mp-771554_Li,143.12375103226458,672.329280464973,592.7056499892191,2784.257401798692,0.0084876156087474
539,Mn3SbO8,mp-775510,Li2Mn3SbO8,mp-763186,3.915774967499997,mp-763186_Li,125.1086373963552,578.7729379125566,489.8972705346817,2266.344582144419,0.0931103887202868
540,Mn3SbO8,mp-774390,Li2Mn3SbO8,mp-776741,3.927318491250003,mp-774390_Li,125.1086373963552,550.8889998825676,491.3414650617975,2163.5165558650287,0.0488050937565318
541,Li6MnNi7O16,mp-762749,Li8MnNi7O16,mp-764083,3.662579582500006,mp-762749_Li,68.95954743591385,318.13545027455007,252.5698304572187,1165.196404645013,0.0137200868515714
542,Li3Mn2Ni5O12,mp-762611,Li5Mn2Ni5O12,mp-771548,3.778789904999987,mp-762588_Li,85.07854579485993,423.0825711347794,321.49394998169583,1598.7401487855434,0.005156787419712
543,Mn(CoO3)2,mp-765885,Li2Mn(CoO3)2,mp-1177992,3.1903401025,mp-1177992_Li,189.62227654360163,782.7236652238657,604.9595531843974,2497.154698339484,0.1108892636867011
544,Mn3Co5O16,mp-771723,Li4Mn3Co5O16,mp-769892,3.985738785,mp-769892_Li,144.24239453708714,684.4640879956328,574.9125063477403,2728.0950624638467,0.0820177745884847
545,FeCoO4,mp-771871,Li2Fe3(CoO4)3,mp-763110,4.447368349999989,mp-763110_Li,278.2288809674133,1207.6410634390063,1052.8485739014684,4569.846117360932,0.0462443924179809
546,Li2Fe3CoO8,mp-763033,Li4Fe3CoO8,mp-764207,3.7819694699999977,mp-763033_Li,140.23841151547842,607.2161861456992,530.3773908728355,2296.47307769287,0.0137059274626236
547,Li4Mn5(NiO6)2,mp-762589,Li5Mn5(NiO6)2,mp-774245,3.030453350000021,mp-762589_Li,43.31378762258089,197.71026806678063,131.26041280203972,599.1517441923776,0.0069045055904046
548,Mn3NiO8,mp-1176568,Li2Mn3NiO8,mp-763636,4.109933515,mp-1176568_Li,282.6663019233644,1208.1776411369417,1015.2829001389932,4339.541328520883,0.0708696482807513
549,MnCo3O8,mp-765876,Li2MnCo3O8,mp-761737,3.9598966449999984,mp-761737_Li,143.47118585335414,641.1014515067412,568.1310675148683,2538.695486926173,0.0746050975321546
550,Mn2Co5O12,mp-771625,Li4Mn2Co5O12,mp-774397,3.507160920000002,mp-764942_Li,212.29236968620205,1014.1908082921464,736.4081681307188,3518.0651870502656,0.0905104816322459
551,Mn3NiO8,mp-778304,Li2Mn3NiO8,mp-771112,4.685261768750001,mp-771112_Li,146.70279729255606,626.3280956110171,687.3410075234941,2934.511081060294,0.0531918994304403
552,Li2Mn3NiO8,mp-772391,Li3Mn3NiO8,mp-764043,2.0062208099999785,mp-764043_Li,71.98396145313366,317.853981153516,144.41572145351304,637.6852715315247,0.003970166870242
553,Mn5NiO12,mp-773303,Li4Mn5NiO12,mp-773286,3.450868470000001,mp-773286_Li,193.81321736699792,762.4381717438309,668.8239208810297,2631.073847195232,0.0982088647280208
554,Li7(CoO3)2,mp-764768,Li4CoO3,mp-769791,2.566771289999996,mp-764768_Li,99.4892266222229,270.68538627556404,255.36609055822493,694.7874781146767,0.0187450770455468
555,Mn2CoO6,mp-1176497,Li2Mn2CoO6,mp-775088,3.900970347499997,mp-1176497_Li,192.3406221286718,775.1832967032343,750.3150635436506,3023.9670543166094,0.1056477470154173
556,Mn3CoO8,mp-772359,Li3Mn3CoO8,mp-765796,3.3492737066666654,mp-1174110_Li,282.48769639088584,1162.5391079661165,920.6441371090316,3788.78382167833,0.0615784815984261
557,Mn3CoO8,mp-761698,Li2Mn3CoO8,mp-1177935,4.88774819625,mp-1177935_Li,146.6065822019636,611.0863178188345,716.5760577160248,2986.8360476720623,0.0402532702856721
558,Li4Mn2Co3O10,mp-779845,Li5Mn2Co3O10,mp-861490,2.955145484999979,mp-779845_Li,55.67696588161738,250.2190214963346,164.53353434355947,739.4336116360059,0.0347196590709217
559,Li4CoO4,mp-1177481,Li17(CoO4)4,mp-771225,2.801243690000012,mp-1177481_Li,128.9354762498569,351.19074318124007,330.10536358417227,899.1314984603983,0.0198125161223821
560,Sb(PO3)5,mp-1101485,Li2Sb(PO3)5,mp-684477,4.820407808749996,mp-1101485_Li,101.04199778790446,260.58297120188075,487.0636351485145,1256.1161892088214,0.0981434210095857
561,Sb2P5O16,mp-25946,LiSb2P5O16,mp-684104,3.396902834999996,mp-25946_Li,40.52723771476704,117.84788197332216,137.66708868801092,400.317804373923,0.0467289013490308
562,LiSb(PO4)2,mp-774064,Li3Sb(PO4)2,mp-774714,3.417624235000003,mp-774064_Li,161.19944667047565,545.1306090721506,550.9191356096081,1863.0515808052944,0.1257474046010938
563,Sb(PO3)4,mp-684426,LiSb(PO3)4,mp-26157,5.04065802999998,mp-26157_Li,60.28374638009287,178.10055217164373,303.8697502692973,897.7439784514263,0.0883657002110946
564,Sb(PO3)4,mp-673069,LiSb(PO3)4,mp-26675,4.687315564999983,mp-26675_Li,60.28374638009287,171.1007503791772,282.56894272392066,802.003210435494,0.0711657003312953
565,Sb(PO3)4,mp-1045606,LiSb(PO3)4,mp-759185,4.493569039999974,mp-1045606_Li,60.28374638009287,175.09259724936598,270.8891763487958,786.7906741329356,0.019727516473051
566,Sb(PO3)4,mp-26542,LiSb(PO3)4,mp-26541,4.422547507499976,mp-26541_Li,60.28374638009287,164.01727462770015,266.6077322960404,725.3741890916743,0.0793354236064853
567,Sb(PO3)4,mp-672963,LiSb(PO3)4,mp-672958,4.718817872499988,mp-672958_Li,60.28374638009287,159.52532146606453,284.46801983963866,752.7709380503713,0.0506140751361414
568,Mn5CoO12,mp-771458,Li4Mn5CoO12,mp-771545,3.2676465624999955,mp-1177406_Li,283.48245743828653,1095.442934930696,887.3008075750405,3428.739152326484,0.1124988233236496
569,Li4CoO4,mp-763322,Li9(CoO4)2,mp-776979,3.435218915000012,mp-1177487_Li,306.9637305165502,813.9850295853015,758.4275556671979,2011.145340523503,0.0009868850916565
570,Sb2(PO4)3,mp-554631,Li3Sb2(PO4)3,mp-762044,3.257747987500006,mp-554631_Li,146.38763179970874,508.74710920325657,476.894012890393,1657.3698711533548,0.144135586712566
571,SbP2O7,mp-26342,LiSbP2O7,mp-26341,3.948389189999991,mp-26341_Li,88.55768712929722,274.7250668461195,349.66021455271846,1084.7214841572431,0.0992540209538253
572,SbP2O7,mp-25896,LiSbP2O7,mp-684090,4.580992382499991,mp-25896_Li,88.55768712929722,317.38792900479,405.6820901511281,1453.951685068391,0.0591255717951677
573,TiS2,mp-2156,Li(TiS2)2,mp-1223278,2.0925510699999967,mp-1223278_Li,225.3399364059397,696.682157021967,424.0240940051105,1310.952799367964,0.0256028248765123
574,TiS2,mp-9027,Li(TiS2)2,mp-1045384,1.9261386300000016,mp-1045384_Li,225.3399364059397,699.8224872106737,406.77359909539024,1263.2883295828865,0.1102412354921147
575,VBO4,mp-778780,LiVBO4,mp-770986,2.7760336299999984,mp-770986_Li,201.98401668423625,572.1877021379554,560.7144230379205,1588.4123038073865,0.1251622172550488
576,Mn5Sb3O16,mp-771391,Li4Mn5Sb3O16,mp-769848,3.670519200000006,mp-769848_Li,116.0583170823216,543.86795109429,425.9942811703501,1996.277756756256,0.1154637522787489
577,Li3Sb2P5O18,mp-26586,Li5Sb2P5O18,mp-26585,3.596995334999993,mp-26585_Li,74.33674343887165,248.35072501821463,267.38891936871266,893.3163993343842,0.0151407137500527
